timestamp,sessionID,datetime,type,imei,status,band,mcc,mnc,pci,rsrp,rsrq,asu,rssnr,ta,cqi,ci,lat,lon,alt,acc,speed,speed_acc
1687183061520,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:42.569Z,LTE,355017071801794,2147483647,6300,262,2,17,-95,-13,45,6,11,15,7733249,51.326794,12.3394746,156.29998779296875,7.629,1.0348109,2.14748365E9,
1687183063620,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:43.624Z,LTE,355017071801794,2147483647,100,262,2,237,-100,-9,40,4,7,13,7733267,51.3268078,12.3394625,156.29998779296875,8.156,1.0535147,2.14748365E9,
1687183063619,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:44.659Z,LTE,355017071801794,2147483647,100,262,2,237,-100,-9,40,4,7,13,7733267,51.3268121,12.3394592,156.29998779296875,8.434,1.0574963,2.14748365E9,
1687183065699,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:45.700Z,LTE,355017071801794,2147483647,100,262,2,237,-112,-8,28,10,7,14,7733267,51.326827,12.3394394,156.29998779296875,9.315,0.97909254,2.14748365E9,
1687183065698,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:46.730Z,LTE,355017071801794,2147483647,100,262,2,237,-112,-8,28,10,7,14,7733267,51.3268349,12.3394098,156.29998779296875,9.668,0.99620944,2.14748365E9,
1687183067767,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:48.781Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-9,30,11,7,9,7733267,51.3268586,12.3393504,156.29998779296875,9.105,1.0359838,2.14748365E9,
1687183069810,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:50.833Z,LTE,355017071801794,2147483647,100,262,2,237,-106,-8,34,13,7,15,7733267,51.326883,12.3393116,156.29998779296875,7.802,1.0694126,2.14748365E9,
1687183071887,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:52.922Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-8,33,12,7,11,7733267,51.3269073,12.3392723,156.29998779296875,6.864,1.1014591,2.14748365E9,
1687183073976,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:53.979Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-9,33,12,7,15,7733267,51.3269183,12.339256,156.29998779296875,6.502,1.1110514,2.14748365E9,
1687183073975,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:55.012Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-9,33,12,7,15,7733267,51.3269291,12.3392372,156.29998779296875,6.235,1.1240797,2.14748365E9,
1687183076054,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:57.086Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-8,35,12,7,12,7733267,51.3269479,12.3391989,156.29998779296875,5.963,1.153755,2.14748365E9,
1687183076054,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:57.086Z,LTE,355017071801794,2147483647,6300,0,0,361,-106,-18,34,0,0,0,0,51.3269479,12.3391989,156.29998779296875,5.963,1.153755,2.14748365E9,
1687183078142,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:58.146Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-9,35,14,7,15,7733267,51.3269576,12.3391795,156.29998779296875,5.828,1.1860974,2.14748365E9,
1687183078141,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:57:59.189Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-9,35,14,7,15,7733267,51.3269641,12.3391686,156.29998779296875,5.774,1.1988442,2.14748365E9,
1687183080241,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:01.276Z,LTE,355017071801794,2147483647,100,262,2,237,-106,-9,34,12,7,12,7733267,51.3269819,12.3391387,156.29998779296875,5.734,1.2289904,2.14748365E9,
1687183082325,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:02.329Z,LTE,355017071801794,2147483647,100,262,2,237,-108,-8,32,11,7,15,7733267,51.3269911,12.3391215,156.39999389648438,5.773,1.2408533,2.14748365E9,
1687183082324,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:03.380Z,LTE,355017071801794,2147483647,100,262,2,237,-108,-8,32,11,7,15,7733267,51.3270009,12.3391034,156.39999389648438,5.837,1.2483082,2.14748365E9,
1687183084444,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:05.497Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-10,33,11,7,14,7733267,51.3270231,12.3390658,156.39999389648438,6.112,1.2637255,2.14748365E9,
1687183086551,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:06.558Z,LTE,355017071801794,2147483647,100,262,2,237,-106,-12,34,12,7,10,7733267,51.3270335,12.3390476,156.39999389648438,6.253,1.2645985,2.14748365E9,
1687183086550,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:07.627Z,LTE,355017071801794,2147483647,100,262,2,237,-106,-12,34,12,7,10,7733267,51.327043,12.3390324,156.39999389648438,6.326,1.2633473,2.14748365E9,
1687183086551,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:07.627Z,LTE,355017071801794,2147483647,6300,0,0,361,-104,-19,36,0,0,0,0,51.327043,12.3390324,156.39999389648438,6.326,1.2633473,2.14748365E9,
1687183088681,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:08.684Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-12,33,10,7,15,7733267,51.3270529,12.3390168,156.39999389648438,6.375,1.2588942,2.14748365E9,
1687183088682,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:09.708Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-12,33,10,7,15,7733267,51.3270642,12.3389973,156.39999389648438,6.418,1.2571172,2.14748365E9,
1687183090759,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:10.762Z,LTE,355017071801794,2147483647,100,262,2,237,-106,-9,34,10,7,15,7733267,51.3270697,12.3389857,156.39999389648438,6.426,1.2531645,2.14748365E9,
1687183090760,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:11.778Z,LTE,355017071801794,2147483647,100,262,2,237,-106,-9,34,10,7,15,7733267,51.3270846,12.3389508,156.39999389648438,6.406,1.2458009,2.14748365E9,
1687183092801,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:13.820Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-12,33,11,7,15,7733267,51.3271014,12.3389161,156.39999389648438,6.296,1.2480494,2.14748365E9,
1687183094842,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:15.862Z,LTE,355017071801794,2147483647,100,262,2,237,-102,-11,38,10,7,9,7733267,51.327123,12.3388796,156.39999389648438,6.156,1.2356399,2.14748365E9,
1687183096890,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:16.891Z,LTE,355017071801794,2147483647,100,262,2,237,-108,-8,32,10,7,15,7733267,51.3271285,12.3388821,156.5,6.201,1.189639,2.14748365E9,
1687183096889,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:17.907Z,LTE,355017071801794,2147483647,100,262,2,237,-108,-8,32,10,7,15,7733267,51.3271351,12.3388789,156.5,6.21,1.1852084,2.14748365E9,
1687183098932,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:19.963Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-8,30,8,7,12,7733267,51.3271479,12.3388562,156.5,6.207,1.1640301,2.14748365E9,
1687183101005,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:22.029Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-11,30,8,7,12,7733267,51.327153,12.3388255,156.5,6.004,1.1529533,2.14748365E9,
1687183103061,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:24.080Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-8,31,8,7,8,7733267,51.3271609,12.3387948,156.5,5.829,1.135342,2.14748365E9,
1687183105104,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:26.122Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-8,31,8,7,9,7733267,51.3271671,12.3387596,156.5,5.767,1.1318258,2.14748365E9,
1687183107166,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:28.214Z,LTE,355017071801794,2147483647,100,262,2,237,-108,-8,32,8,7,15,7733267,51.3271718,12.3387374,156.5,5.7,1.1534144,2.14748365E9,
1687183109277,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:30.327Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-10,33,8,7,15,7733267,51.327179,12.3387077,156.5,5.757,1.1626408,2.14748365E9,
1687183111384,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:31.390Z,LTE,355017071801794,2147483647,6300,0,0,142,-107,-20,33,0,0,0,0,51.3271826,12.3386757,156.5,5.907,1.1582375,2.14748365E9,
1687183111384,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:32.459Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-11,31,9,7,12,7733267,51.3271833,12.3386611,156.5,6.011,1.1531808,2.14748365E9,
1687183111383,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:32.459Z,LTE,355017071801794,2147483647,6300,0,0,142,-107,-20,33,0,0,0,0,51.3271833,12.3386611,156.5,6.011,1.1531808,2.14748365E9,
1687183113544,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:34.587Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-10,31,9,7,12,7733267,51.327178,12.3386247,156.5,6.212,1.0911798,2.14748365E9,
1687183115634,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:36.664Z,LTE,355017071801794,2147483647,100,262,2,237,-108,-9,32,9,7,15,7733267,51.3271638,12.3385932,156.5,6.313,1.0617735,2.14748365E9,
1687183117693,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:37.698Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-11,33,11,7,10,7733267,51.3271597,12.3385866,156.5,6.352,1.0418507,2.14748365E9,
1687183117694,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:38.723Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-11,33,11,7,10,7733267,51.3271466,12.3385604,156.5,6.427,1.0158656,2.14748365E9,
1687183119758,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:40.783Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-11,33,11,7,12,7733267,51.3271357,12.3385332,156.5,6.454,1.0628339,2.14748365E9,
1687183121804,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:42.823Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-10,31,10,7,13,7733267,51.3271287,12.3384911,156.5,6.328,1.0745916,2.14748365E9,
1687183123846,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:43.847Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-8,33,12,7,15,7733267,51.3271268,12.3384731,156.5,6.201,1.0843861,2.14748365E9,
1687183123845,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:44.865Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-8,33,12,7,15,7733267,51.3271249,12.3384537,156.5,5.922,1.1018069,2.14748365E9,
1687183125895,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:45.899Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-11,33,10,7,13,7733267,51.3271233,12.3384353,156.5,5.734,1.1163722,2.14748365E9,
1687183125894,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:46.920Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-11,33,10,7,13,7733267,51.3271194,12.3384163,156.5,5.361,1.1346058,2.14748365E9,
1687183127944,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:47.946Z,LTE,355017071801794,2147483647,100,262,2,237,-104,-7,36,13,7,15,7733267,51.3271155,12.3384052,156.5,5.241,1.1397784,2.14748365E9,
1687183127943,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:48.973Z,LTE,355017071801794,2147483647,100,262,2,237,-104,-7,36,13,7,15,7733267,51.3271107,12.3383904,156.5,5.159,1.1723217,2.14748365E9,
1687183130028,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:51.051Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-10,35,12,7,15,7733267,51.3271014,12.3383521,156.5,5.357,1.2178566,2.14748365E9,
1687183132074,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:53.099Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-8,33,11,7,15,7733267,51.3270903,12.3383077,156.5,6.114,1.2652436,2.14748365E9,
1687183134129,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:54.130Z,LTE,355017071801794,2147483647,100,262,2,237,-104,-7,36,10,7,11,7733267,51.3270784,12.3382858,156.5,6.485,1.2838551,2.14748365E9,
1687183134128,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:55.167Z,LTE,355017071801794,2147483647,100,262,2,237,-104,-7,36,10,7,11,7733267,51.3270725,12.3382725,156.5,6.754,1.2891623,2.14748365E9,
1687183136225,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:57.275Z,LTE,355017071801794,2147483647,100,262,2,237,-104,-7,36,11,7,11,7733267,51.3270246,12.3382285,156.39999389648438,7.324,1.2884853,2.14748365E9,
1687183138322,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:58:59.357Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-9,35,13,7,8,7733267,51.3270073,12.3382136,156.39999389648438,7.16,1.2503055,2.14748365E9,
1687183140406,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:00.413Z,LTE,355017071801794,2147483647,100,262,2,237,-97,-8,43,13,7,10,7733267,51.3270004,12.3381994,156.39999389648438,6.578,1.0537487,2.14748365E9,
1687183140407,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:01.458Z,LTE,355017071801794,2147483647,100,262,2,237,-97,-8,43,13,7,10,7733267,51.3269997,12.3381859,156.39999389648438,6.158,1.0212518,2.14748365E9,
1687183142514,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:03.556Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-11,31,11,7,13,7733267,51.3269982,12.3381441,156.39999389648438,6.021,1.0251337,2.14748365E9,
1687183144601,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:05.631Z,LTE,355017071801794,2147483647,100,262,2,237,-111,-9,29,10,7,15,7733267,51.3270146,12.3381184,156.39999389648438,6.135,1.0090547,2.14748365E9,
1687183146668,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:07.708Z,LTE,355017071801794,2147483647,100,262,2,237,-113,-11,27,9,7,12,7733267,51.3270309,12.3381009,156.29998779296875,6.249,0.9506365,2.14748365E9,
1687183148752,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:09.770Z,LTE,355017071801794,2147483647,100,262,2,237,-112,-8,28,9,7,11,7733267,51.3270732,12.3380879,156.29998779296875,6.459,0.8149335,2.14748365E9,
1687183150791,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:11.808Z,LTE,355017071801794,2147483647,100,262,2,237,-113,-12,27,6,7,8,7733267,51.3271024,12.3380825,156.5,6.639,0.85337645,2.14748365E9,
1687183152827,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:12.829Z,LTE,355017071801794,2147483647,100,262,2,237,-112,-10,28,4,7,10,7733267,51.3271131,12.3380728,156.5,6.799,0.87692326,2.14748365E9,
1687183152826,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:13.846Z,LTE,355017071801794,2147483647,100,262,2,237,-112,-10,28,4,7,10,7733267,51.3271195,12.3380579,156.5,6.851,0.9242161,2.14748365E9,
1687183154866,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:15.887Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-12,30,4,7,12,7733267,51.3271218,12.3380087,156.5,6.74,0.9688515,2.14748365E9,
1687183156924,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:17.965Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-9,31,4,7,12,7733267,51.3271237,12.3379678,156.89999389648438,6.57,0.9910891,2.14748365E9,
1687183159006,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:20.043Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-10,30,4,7,13,7733267,51.327126,12.3379204,156.89999389648438,6.266,1.0407096,2.14748365E9,
1687183161073,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:21.075Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-12,31,3,7,13,7733267,51.3271278,12.3378982,156.89999389648438,6.125,1.0589672,2.14748365E9,
1687183161072,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:22.100Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-12,31,3,7,13,7733267,51.3271284,12.3378747,157.39999389648438,5.876,1.067494,2.14748365E9,
1687183163151,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:24.183Z,LTE,355017071801794,2147483647,100,262,2,237,-111,-12,29,3,7,11,7733267,51.3271326,12.337839,157.39999389648438,5.568,1.1103961,2.14748365E9,
1687183165236,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:25.241Z,LTE,355017071801794,2147483647,6300,262,2,17,-102,-14,38,3,8,11,7733249,51.3271365,12.3378256,157.39999389648438,5.581,1.0903502,2.14748365E9,
1687183165235,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:26.294Z,LTE,355017071801794,2147483647,6300,262,2,17,-102,-14,38,3,8,11,7733249,51.3271463,12.3378188,157.39999389648438,5.638,0.8974599,2.14748365E9,
1687183167348,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:27.349Z,LTE,355017071801794,2147483647,6300,262,2,17,-104,-13,36,5,8,7,7733249,51.3271523,12.3378044,157.39999389648438,5.834,0.8719094,2.14748365E9,
1687183167347,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:28.361Z,LTE,355017071801794,2147483647,6300,262,2,17,-104,-13,36,5,8,7,7733249,51.3271519,12.3377995,157.39999389648438,6.028,0.85081893,2.14748365E9,
1687183169371,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:30.382Z,LTE,355017071801794,2147483647,6300,262,2,17,-101,-13,39,5,8,11,7733249,51.3271546,12.3377729,157.39999389648438,6.673,0.9114928,2.14748365E9,
1687183171409,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:31.412Z,LTE,355017071801794,2147483647,100,262,2,237,-108,-10,32,4,8,12,7733267,51.3271592,12.3377613,157.39999389648438,7.071,0.9010407,2.14748365E9,
1687183171408,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:32.442Z,LTE,355017071801794,2147483647,100,262,2,237,-108,-10,32,4,8,12,7733267,51.3271661,12.3377481,157.79998779296875,7.388,0.8978398,2.14748365E9,
1687183173485,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:34.514Z,LTE,355017071801794,2147483647,100,262,2,237,-106,-7,34,10,8,12,7733267,51.3271835,12.3377006,157.79998779296875,7.586,0.9265982,2.14748365E9,
1687183175549,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:35.553Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-8,33,13,8,15,7733267,51.3271896,12.3376752,157.79998779296875,7.366,0.9588098,2.14748365E9,
1687183175550,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:36.592Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-8,33,13,8,15,7733267,51.3271928,12.3376563,158.0,7.087,0.98594713,2.14748365E9,
1687183177639,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:38.676Z,LTE,355017071801794,2147483647,100,262,2,237,-103,-11,37,14,8,9,7733267,51.3272064,12.3375955,158.0,6.848,1.0455089,2.14748365E9,
1687183179704,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:39.706Z,LTE,355017071801794,2147483647,100,262,2,237,-106,-7,34,16,8,11,7733267,51.3272091,12.3375816,158.0,6.789,1.0631356,2.14748365E9,
1687183179703,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:40.736Z,LTE,355017071801794,2147483647,100,262,2,237,-106,-7,34,16,8,11,7733267,51.3272142,12.3375574,158.0,6.782,1.0829207,2.14748365E9,
1687183181762,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:42.780Z,LTE,355017071801794,2147483647,100,262,2,237,-103,-6,37,15,8,15,7733267,51.3272266,12.3375047,158.39999389648438,6.515,1.1101699,2.14748365E9,
1687183183805,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:44.824Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-10,35,15,8,12,7733267,51.3272325,12.3374667,158.39999389648438,6.099,1.1109344,2.14748365E9,
1687183185846,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:46.867Z,LTE,355017071801794,2147483647,100,262,2,237,-107,-8,33,15,8,15,7733267,51.327242,12.3374314,159.1999969482422,6.135,1.1223888,2.14748365E9,
1687183187889,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:48.921Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-8,35,13,8,15,7733267,51.3272542,12.3373899,159.1999969482422,6.26,1.1389925,2.14748365E9,
1687183189976,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:49.983Z,LTE,355017071801794,2147483647,100,262,2,237,-104,-12,36,10,8,15,7733267,51.3272581,12.3373716,159.1999969482422,6.343,1.1506594,2.14748365E9,
1687183189975,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:51.047Z,LTE,355017071801794,2147483647,100,262,2,237,-104,-12,36,10,8,15,7733267,51.327261,12.3373581,159.1999969482422,6.383,1.1593109,2.14748365E9,
1687183192119,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:53.159Z,LTE,355017071801794,2147483647,100,262,2,237,-108,-11,32,9,8,14,7733267,51.3272775,12.3373038,159.1999969482422,6.108,1.1922464,2.14748365E9,
1687183194229,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:55.280Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-10,31,9,8,12,7733267,51.3272849,12.33727,159.1999969482422,6.006,1.1990216,2.14748365E9,
1687183196356,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:57.420Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-9,31,9,8,15,7733267,51.3272966,12.3372143,159.29998779296875,6.125,1.1930034,2.14748365E9,
1687183198527,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:59:59.624Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-7,30,10,8,15,7733267,51.3273019,12.3371814,159.29998779296875,6.281,1.1821961,2.14748365E9,
1687183200713,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:00.721Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-8,30,10,8,15,7733267,51.3273114,12.3371448,159.29998779296875,6.401,1.1315047,2.14748365E9,
1687183200712,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:01.774Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-8,30,10,8,15,7733267,51.3273126,12.3371411,159.29998779296875,6.421,1.1136996,2.14748365E9,
1687183202821,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:02.823Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-7,35,11,8,15,7733267,51.3273241,12.3371084,159.5,6.561,1.0619555,2.14748365E9,
1687183202822,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:03.863Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-7,35,11,8,15,7733267,51.3273279,12.3370848,159.5,6.641,1.0521983,2.14748365E9,
1687183204919,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:06.000Z,LTE,355017071801794,2147483647,100,262,2,237,-105,-6,35,11,8,13,7733267,51.3273347,12.3370407,159.5,6.835,1.0104443,2.14748365E9,
1687183207089,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:07.092Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-11,31,10,8,7,7733267,51.3273412,12.3370131,159.89999389648438,6.839,1.002169,2.14748365E9,
1687183207090,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:08.131Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-11,31,10,8,7,7733267,51.3273474,12.3369925,159.89999389648438,6.785,1.0017606,2.14748365E9,
1687183209188,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:09.191Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-11,31,10,8,8,7733267,51.3273518,12.336966,159.89999389648438,6.54,0.98614997,2.14748365E9,
1687183209189,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:10.244Z,LTE,355017071801794,2147483647,100,262,2,237,-109,-11,31,10,8,8,7733267,51.3273539,12.3369551,159.89999389648438,6.463,0.98485816,2.14748365E9,
1687183211300,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:11.302Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-11,30,8,8,15,7733267,51.3273584,12.3369241,160.09999084472656,6.021,0.9753533,2.14748365E9,
1687183211301,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:12.388Z,LTE,355017071801794,2147483647,100,262,2,237,-110,-11,30,8,8,15,7733267,51.3273615,12.3369108,160.09999084472656,5.899,0.97691727,2.14748365E9,
1687183213502,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:14.570Z,LTE,355017071801794,2147483647,100,262,2,237,-111,-12,29,6,8,11,7733267,51.3273711,12.3368613,160.09999084472656,5.777,0.9705743,2.14748365E9,
1687183215663,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:16.716Z,LTE,355017071801794,2147483647,100,262,2,237,-114,-12,26,3,8,11,7733267,51.3273767,12.3368304,160.09999084472656,5.728,0.9471446,2.14748365E9,
1687183217797,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:18.845Z,LTE,355017071801794,2147483647,100,262,2,237,-113,-13,27,2,8,9,7733267,51.3273861,12.3367817,160.1999969482422,5.84,0.9288339,2.14748365E9,
1687183219898,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:20.955Z,LTE,355017071801794,2147483647,100,262,2,237,-113,-10,27,3,8,12,7733267,51.327392,12.3367511,160.1999969482422,6.029,0.9178928,2.14748365E9,
1687183219898,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:20.955Z,LTE,355017071801794,2147483647,100,0,0,239,-119,-18,21,0,0,0,0,51.327392,12.3367511,160.1999969482422,6.029,0.9178928,2.14748365E9,
1687183222067,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T14:00:22.069Z,LTE,355017071801794,2147483647,100,262,2,237,-114,-12,26,3,8,7,7733267,51.3273974,12.3367302,160.79998779296875,6.153,0.9196746,2.14748365E9,
